#Year,Month,Port1,Port2,Route,$Value,$Real
2023,1,Melbourne,Perth,Melbourne - Perth,585,591.6176471
2016,1,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228.89,283.6797505
2022,2,Sydney,Tamworth,Sydney - Tamworth,296,320.3680387
2012,2,Adelaide,Sydney,Adelaide - Sydney,228,306.0540541
2014,11,Brisbane,Townsville,Brisbane - Townsville,238,299.3977486
2014,4,Brisbane,Rockhampton,Brisbane - Rockhampton,178,225.3994334
2019,6,Canberra,Sydney,Canberra - Sydney,310,362.1167247
2010,1,Alice Springs,Darwin,Alice Springs - Darwin,428,602.8865546
2012,11,Brisbane,Rockhampton,Brisbane - Rockhampton,197,258.9970588
2015,10,Ayers Rock,Sydney,Ayers Rock - Sydney,454,561.6365314
2010,4,Kalgoorlie,Perth,Kalgoorlie - Perth,359,502.5250522
2020,11,Sydney,Wagga Wagga,Sydney - Wagga Wagga,378,432.5068259
2016,5,Brisbane,Townsville,Brisbane - Townsville,194,239.5524862
2016,10,Adelaide,Port Lincoln,Adelaide - Port Lincoln,256.85,313.1235
2012,10,Canberra,Melbourne,Canberra - Melbourne,228,299.7529412
2017,4,Sydney,Tamworth,Sydney - Tamworth,231,279.8292683
2021,6,Brisbane,Hobart,Brisbane - Hobart,546,616.3181818
2012,2,Kalgoorlie,Perth,Kalgoorlie - Perth,296.55,398.0716216
2023,5,Launceston,Sydney,Launceston - Sydney,228,228
2017,11,Sydney,Townsville,Sydney - Townsville,248,296.6708296
2014,8,Melbourne,Perth,Melbourne - Perth,348,438.5977444
2022,1,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,144,155.8547215
2017,7,Melbourne,Perth,Melbourne - Perth,318,382.7989228
2017,4,Brisbane,Mount Isa,Brisbane - Mount Isa,729,883.097561
2012,11,Newcastle,Gold Coast,Newcastle - Gold Coast,208,273.4588235
2022,7,Coffs Harbour,Sydney,Coffs Harbour - Sydney,292.35,305.3281542
2015,10,Bundaberg,Brisbane,Bundaberg - Brisbane,230,284.5295203
2016,5,Adelaide,Darwin,Adelaide - Darwin,418,516.1491713
2017,7,Brisbane,Gladstone,Brisbane - Gladstone,266,320.2028725
2021,1,Brisbane,Emerald,Brisbane - Emerald,358.01,407.2022137
2017,9,Hamilton Island,Sydney,Hamilton Island - Sydney,210,252.7917415
2014,7,Melbourne,Gold Coast,Melbourne - Gold Coast,140,176.4473684
2021,10,Brisbane,Cairns,Brisbane - Cairns,240,265.3256389
2016,8,Brisbane,Moranbah,Brisbane - Moranbah,430,527.0840951
2011,10,Adelaide,Gold Coast,Adelaide - Gold Coast,404,542.8496994
2014,7,Melbourne,Perth,Melbourne - Perth,318,400.787594
2016,12,Brisbane,Newcastle,Brisbane - Newcastle,114,138.9763636
2014,12,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,254,319.5253283
2017,8,Coffs Harbour,Sydney,Coffs Harbour - Sydney,100,120.3770197
2010,5,Brisbane,Hamilton Island,Brisbane - Hamilton Island,158,221.1670146
2021,7,Brisbane,Proserpine,Brisbane - Proserpine,284,318.1654135
2010,8,Bundaberg,Brisbane,Bundaberg - Brisbane,217,301.5512953
2011,8,Broome,Perth,Broome - Perth,628,843.8356713
2020,8,Brisbane,Sydney,Brisbane - Sydney,158,182.3390706
2011,10,Launceston,Sydney,Launceston - Sydney,248,333.2344689
2010,10,Alice Springs,Sydney,Alice Springs - Sydney,616,852.4829721
2010,12,Adelaide,Alice Springs,Adelaide - Alice Springs,425,588.1578947
2014,5,Alice Springs,Melbourne,Alice Springs - Melbourne,219.9,278.4569405
2017,10,Cairns,Townsville,Cairns - Townsville,278,332.55843
2019,9,Adelaide,Sydney,Adelaide - Sydney,224.9,261.3439341
2023,7,Sydney,Wagga Wagga,Sydney - Wagga Wagga,398,398
2014,8,Darwin,Melbourne,Darwin - Melbourne,408,514.2180451
2015,9,Adelaide,Canberra,Adelaide - Canberra,481,597.2416667
2010,5,Melbourne,Perth,Melbourne - Perth,126,176.3736952
2012,8,Cairns,Gold Coast,Cairns - Gold Coast,270,355.6679764
2014,7,Avalon,Sydney,Avalon - Sydney,70,88.22368421
2022,9,Adelaide,Perth,Adelaide - Perth,825,861.6238318
2023,8,Adelaide,Darwin,Adelaide - Darwin,557,557
2023,6,Ballina,Sydney,Ballina - Sydney,95,95
2011,4,Brisbane,Mackay,Brisbane - Mackay,198,267.6592742
2013,4,Dubbo,Sydney,Dubbo - Sydney,273,356.1215953
2022,9,Brisbane,Cairns,Brisbane - Cairns,538,561.8831776
2023,7,Avalon,Gold Coast,Avalon - Gold Coast,213,213
2015,6,Darwin,Sydney,Darwin - Sydney,488,608.7516279
2016,12,Adelaide,Perth,Adelaide - Perth,404,492.5127273
2014,5,Alice Springs,Sydney,Alice Springs - Sydney,219.9,278.4569405
2016,9,Adelaide,Melbourne,Adelaide - Melbourne,164,201.0274223
2019,11,Darwin,Perth,Darwin - Perth,458,528.5524957
2018,9,Paraburdoo,Perth,Paraburdoo - Perth,839,991.276652
2019,10,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,400,461.6179002
2019,5,Melbourne,Newcastle,Melbourne - Newcastle,104,121.4843206
2016,9,Sydney,Tamworth,Sydney - Tamworth,199,243.9296161
2019,3,Canberra,Sydney,Canberra - Sydney,310,364.3382997
2022,7,Brisbane,Emerald,Brisbane - Emerald,525,548.3060748
2018,4,Avalon,Sydney,Avalon - Sydney,98,116.299115
2019,8,Darwin,Sydney,Darwin - Sydney,363,421.822357
2017,12,Adelaide,Port Lincoln,Adelaide - Port Lincoln,266.2,318.4426405
2010,7,Bundaberg,Brisbane,Bundaberg - Brisbane,170,236.238342
2020,11,Kalgoorlie,Perth,Kalgoorlie - Perth,358,409.6228669
2010,11,Cairns,Townsville,Cairns - Townsville,138,190.9783282
2018,3,Adelaide,Canberra,Adelaide - Canberra,489,582.3703375
2022,3,Adelaide,Port Lincoln,Adelaide - Port Lincoln,317.36,343.4864891
2021,5,Adelaide,Sydney,Adelaide - Sydney,228,257.3636364
2022,6,Perth,Sydney,Perth - Sydney,558,593.4004758
2018,9,Sydney,Townsville,Sydney - Townsville,437,516.3145374
2018,12,Gold Coast,Sydney,Gold Coast - Sydney,186.9,219.6607362
2014,8,Brisbane,Cairns,Brisbane - Cairns,178,224.3402256
2018,11,Melbourne,Mildura,Melbourne - Mildura,254,298.5223488
2023,6,Canberra,Melbourne,Canberra - Melbourne,177,177
2018,11,Adelaide,Perth,Adelaide - Perth,526,618.1998247
2013,5,Darwin,Perth,Darwin - Perth,710.88,927.3249805
2014,10,Melbourne,Gold Coast,Melbourne - Gold Coast,224,281.7861163
2018,1,Perth,Newman,Perth - Newman,630,750.2930728
2016,9,Sunshine Coast,Sydney,Sunshine Coast - Sydney,214,262.3162706
2020,1,Armidale,Sydney,Armidale - Sydney,281.29,323.5076244
2017,1,Adelaide,Canberra,Adelaide - Canberra,460,558.2443439
2019,2,Adelaide,Darwin,Adelaide - Darwin,328,385.4934268
2011,5,Adelaide,Darwin,Adelaide - Darwin,328,443.3951613
2017,4,Avalon,Sydney,Avalon - Sydney,108,130.8292683
2015,5,Coffs Harbour,Sydney,Coffs Harbour - Sydney,90,112.2697674
2016,12,Adelaide,Melbourne,Adelaide - Melbourne,144,175.5490909
2020,12,Darwin,Melbourne,Darwin - Melbourne,798,913.0699659
2013,3,Dubbo,Sydney,Dubbo - Sydney,273,357.5126953
2014,6,Brisbane,Proserpine,Brisbane - Proserpine,188,238.0623229
2013,5,Brisbane,Proserpine,Brisbane - Proserpine,138,180.0175097
2016,7,Brisbane,Hobart,Brisbane - Hobart,270,330.9597806
2010,5,Brisbane,Sydney,Brisbane - Sydney,128,179.1732777
2011,11,Brisbane,Canberra,Brisbane - Canberra,228,306.3607214
2013,8,Brisbane,Sydney,Brisbane - Sydney,119.9,154.6018269
2010,1,Brisbane,Mackay,Brisbane - Mackay,108,152.1302521
2011,1,Hobart,Sydney,Hobart - Sydney,208,283.7517803
2010,10,Alice Springs,Melbourne,Alice Springs - Melbourne,237.9,329.230031
2011,10,Sydney,Townsville,Sydney - Townsville,254,341.2965932
2011,7,Avalon,Sydney,Avalon - Sydney,78,104.8076152
2011,9,Brisbane,Townsville,Brisbane - Townsville,264,354.7334669
2013,1,Hobart,Melbourne,Hobart - Melbourne,110.9,145.2313477
2022,2,Darwin,Melbourne,Darwin - Melbourne,368,398.2953995
2017,9,Adelaide,Melbourne,Adelaide - Melbourne,264,317.7953321
2021,3,Brisbane,Hobart,Brisbane - Hobart,357,406.0534351
2022,12,Dubbo,Sydney,Dubbo - Sydney,438,449.0504587
2016,10,Melbourne,Newcastle,Melbourne - Newcastle,150,182.8636364
2016,9,Brisbane,Darwin,Brisbane - Darwin,238,291.7349177
2022,11,Melbourne,Perth,Melbourne - Perth,1078,1105.197248
2015,10,Brisbane,Darwin,Brisbane - Darwin,478,591.3265683
2014,4,Sunshine Coast,Sydney,Sunshine Coast - Sydney,218,276.0509915
2012,4,Melbourne,Perth,Melbourne - Perth,329.9,440.6333665
2021,10,Armidale,Sydney,Armidale - Sydney,198,218.8936521
2021,3,Adelaide,Gold Coast,Adelaide - Gold Coast,290,329.8473282
2020,12,Darwin,Perth,Darwin - Perth,1008,1153.351536
2023,8,Brisbane,Emerald,Brisbane - Emerald,627,627
2016,11,Sydney,Wagga Wagga,Sydney - Wagga Wagga,294.88,359.4855273
2012,2,Avalon,Brisbane,Avalon - Brisbane,218,292.6306306
2012,1,Darwin,Sydney,Darwin - Sydney,358,480.5585586
2022,4,Broome,Perth,Broome - Perth,454,482.8025377
2022,1,Brisbane,Mount Isa,Brisbane - Mount Isa,664,718.6634383
2023,1,Darwin,Perth,Darwin - Perth,558.01,564.3223303
2011,3,Darwin,Sydney,Darwin - Sydney,438,597.5157681
2010,12,Alice Springs,Sydney,Alice Springs - Sydney,658,910.6068111
2016,7,Brisbane,Sydney,Brisbane - Sydney,110,134.8354662
2010,12,Adelaide,Darwin,Adelaide - Darwin,448,619.9876161
2023,7,Darwin,Melbourne,Darwin - Melbourne,691,691
2017,11,Adelaide,Brisbane,Adelaide - Brisbane,188,224.8956289
2018,3,Coffs Harbour,Sydney,Coffs Harbour - Sydney,141.9,168.9945826
2015,5,Dubbo,Sydney,Dubbo - Sydney,288.6,360.0117209
2012,3,Brisbane,Gladstone,Brisbane - Gladstone,198,265.7837838
2022,11,Adelaide,Canberra,Adelaide - Canberra,538,551.5733945
2017,7,Newcastle,Gold Coast,Newcastle - Gold Coast,184,221.4937163
2016,12,Perth,Port Hedland,Perth - Port Hedland,764,931.3854545
2018,6,Kalgoorlie,Perth,Kalgoorlie - Perth,557.01,661.0180619
2012,8,Kalgoorlie,Perth,Kalgoorlie - Perth,519.73,684.6345088
2022,12,Adelaide,Perth,Adelaide - Perth,997,1022.15367
2014,6,Perth,Newman,Perth - Newman,578,731.9150142
2014,1,Canberra,Melbourne,Canberra - Melbourne,278,353.6982922
2016,10,Cairns,Melbourne,Cairns - Melbourne,358,436.4345455
2023,3,Adelaide,Brisbane,Adelaide - Brisbane,482,487.4524887
2021,1,Newcastle,Gold Coast,Newcastle - Gold Coast,110,125.1145038
2016,4,Kalgoorlie,Perth,Kalgoorlie - Perth,474,585.2983425
2013,8,Cairns,Sydney,Cairns - Sydney,199.9,257.7556731
2012,6,Hobart,Melbourne,Hobart - Melbourne,170,227.061753
2017,10,Hobart,Melbourne,Hobart - Melbourne,184,220.1106155
2014,1,Alice Springs,Darwin,Alice Springs - Darwin,638,811.7248577
2013,8,Launceston,Sydney,Launceston - Sydney,118,152.1519231
2012,1,Cairns,Melbourne,Cairns - Melbourne,504,676.5405405
2013,3,Brisbane,Rockhampton,Brisbane - Rockhampton,144,188.578125
2017,4,Canberra,Melbourne,Canberra - Melbourne,350,423.9837398
2010,6,Adelaide,Port Lincoln,Adelaide - Port Lincoln,177.65,248.6729123
2017,12,Brisbane,Melbourne,Brisbane - Melbourne,178,212.9330955
2015,11,Melbourne,Sydney,Melbourne - Sydney,140,173.1918819
2021,9,Cairns,Gold Coast,Cairns - Gold Coast,242,271.112782
2019,3,Brisbane,Melbourne,Brisbane - Melbourne,173.9,204.3820333
2010,12,Gold Coast,Sydney,Gold Coast - Sydney,128,177.1393189
2015,12,Kalgoorlie,Perth,Kalgoorlie - Perth,464,574.0073801
2021,9,Brisbane,Newcastle,Brisbane - Newcastle,198,221.8195489
2013,9,Launceston,Sydney,Launceston - Sydney,148,190.8346154
2014,11,Adelaide,Brisbane,Adelaide - Brisbane,178,223.9193246
2018,10,Darwin,Perth,Darwin - Perth,799,939.0525855
2020,10,Adelaide,Sydney,Adelaide - Sydney,262,299.7798635
2023,5,Adelaide,Sydney,Adelaide - Sydney,250,250
2014,3,Sydney,Wagga Wagga,Sydney - Wagga Wagga,236.92,301.4323719
2019,10,Brisbane,Emerald,Brisbane - Emerald,455,525.0903614
2013,8,Sydney,Townsville,Sydney - Townsville,270,348.1442308
2014,11,Brisbane,Sydney,Brisbane - Sydney,140,176.1163227
2014,7,Albury,Sydney,Albury - Sydney,250,315.0845865
2019,11,Brisbane,Sydney,Brisbane - Sydney,139.9,161.4508606
2014,8,Adelaide,Port Lincoln,Adelaide - Port Lincoln,230.89,290.9995207
2011,6,Launceston,Melbourne,Launceston - Melbourne,158,213.5866935
2011,6,Brisbane,Mackay,Brisbane - Mackay,178,240.6229839
2014,2,Brisbane,Townsville,Brisbane - Townsville,330,419.857685
2023,3,Brisbane,Hobart,Brisbane - Hobart,521,526.8936652
2010,8,Sydney,Wagga Wagga,Sydney - Wagga Wagga,216.11,300.3145181
2022,8,Darwin,Melbourne,Darwin - Melbourne,517,539.9509346
2011,9,Adelaide,Canberra,Adelaide - Canberra,408,548.2244489
2019,4,Adelaide,Canberra,Adelaide - Canberra,520.31,607.7837195
2017,10,Brisbane,Mount Isa,Brisbane - Mount Isa,768,918.7225691
2015,4,Brisbane,Mackay,Brisbane - Mackay,158,197.095814
2012,5,Adelaide,Sydney,Adelaide - Sydney,208,277.8167331
2021,11,Adelaide,Melbourne,Adelaide - Melbourne,104,114.9744435
2011,1,Melbourne,Perth,Melbourne - Perth,238.46,325.3050458
2017,2,Adelaide,Canberra,Adelaide - Canberra,460,558.2443439
2010,6,Melbourne,Perth,Melbourne - Perth,486,680.2985386
2012,5,Brisbane,Cairns,Brisbane - Cairns,238,317.8864542
2011,10,Darwin,Melbourne,Darwin - Melbourne,367,493.1332665
2020,11,Canberra,Sydney,Canberra - Sydney,384,439.3720137
2015,6,Brisbane,Townsville,Brisbane - Townsville,264,329.3246512
2018,7,Darwin,Perth,Darwin - Perth,807,953.4687225
2021,12,Brisbane,Sydney,Brisbane - Sydney,110,121.6075845
2014,1,Hobart,Sydney,Hobart - Sydney,168,213.7457306
2015,5,Ballina,Sydney,Ballina - Sydney,110,137.2186047
2016,5,Sydney,Wagga Wagga,Sydney - Wagga Wagga,264.09,326.1000829
2021,7,Devonport,Melbourne,Devonport - Melbourne,266,298
2022,1,Brisbane,Newcastle,Brisbane - Newcastle,123,133.125908
2018,7,Melbourne,Newcastle,Melbourne - Newcastle,123,145.3242291
2013,11,Adelaide,Darwin,Adelaide - Darwin,368,470.8854962
2013,12,Brisbane,Moranbah,Brisbane - Moranbah,338,432.4980916
2016,4,Albury,Sydney,Albury - Sydney,230,284.0055249
2013,7,Coffs Harbour,Sydney,Coffs Harbour - Sydney,84.9,109.4720192
2021,3,Brisbane,Townsville,Brisbane - Townsville,237,269.5648855
2014,10,Brisbane,Townsville,Brisbane - Townsville,238,299.3977486
2021,9,Bundaberg,Brisbane,Bundaberg - Brisbane,338,378.6616541
2010,6,Brisbane,Sydney,Brisbane - Sydney,130,181.9728601
2021,5,Avalon,Gold Coast,Avalon - Gold Coast,194,218.9848485
2018,6,Ayers Rock,Sydney,Ayers Rock - Sydney,710,842.5752212
2022,1,Adelaide,Gold Coast,Adelaide - Gold Coast,144,155.8547215
2022,11,Ballina,Sydney,Ballina - Sydney,127,130.2041284
2016,11,Brisbane,Hamilton Island,Brisbane - Hamilton Island,314,382.7945455
2013,3,Brisbane,Hamilton Island,Brisbane - Hamilton Island,418,547.4003906
2019,4,Brisbane,Emerald,Brisbane - Emerald,494,577.0505226
2011,6,Brisbane,Mount Isa,Brisbane - Mount Isa,698,943.5665323
2022,10,Adelaide,Gold Coast,Adelaide - Gold Coast,723,741.2408257
2013,2,Brisbane,Rockhampton,Brisbane - Rockhampton,170,222.6269531
2013,10,Darwin,Perth,Darwin - Perth,497,635.9513359
2015,5,Adelaide,Gold Coast,Adelaide - Gold Coast,268,334.3144186
2022,2,Bundaberg,Brisbane,Bundaberg - Brisbane,344,372.3196126
2012,1,Canberra,Sydney,Canberra - Sydney,184,246.990991
2012,2,Devonport,Melbourne,Devonport - Melbourne,346,464.4504505
2023,5,Melbourne,Mildura,Melbourne - Mildura,368,368
2022,3,Brisbane,Cairns,Brisbane - Cairns,216,233.7820823
2021,1,Adelaide,Melbourne,Adelaide - Melbourne,127,144.4503817
2014,10,Paraburdoo,Perth,Paraburdoo - Perth,610,767.3639775
2018,3,Canberra,Sydney,Canberra - Sydney,334,397.7744227
2016,9,Sydney,Wagga Wagga,Sydney - Wagga Wagga,290.48,356.0636929
2010,11,Brisbane,Gladstone,Brisbane - Gladstone,182,251.869969
2023,7,Darwin,Sydney,Darwin - Sydney,602,602
2015,7,Brisbane,Rockhampton,Brisbane - Rockhampton,230,285.5833333
2023,8,Adelaide,Alice Springs,Adelaide - Alice Springs,636,636
2015,3,Brisbane,Mackay,Brisbane - Mackay,158,198.3876404
2023,3,Armidale,Sydney,Armidale - Sydney,358.01,362.0598869
2016,12,Melbourne,Gold Coast,Melbourne - Gold Coast,268,326.7163636
2010,12,Darwin,Sydney,Darwin - Sydney,450,622.755418
2016,7,Hamilton Island,Sydney,Hamilton Island - Sydney,294,360.3784278
2015,9,Launceston,Melbourne,Launceston - Melbourne,130,161.4166667
2011,11,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226.05,303.7405311
2020,3,Brisbane,Mount Isa,Brisbane - Mount Isa,868,998.2744425
2016,9,Melbourne,Mildura,Melbourne - Mildura,250,306.4442413
2010,1,Adelaide,Darwin,Adelaide - Darwin,358,504.2836134
2011,6,Brisbane,Perth,Brisbane - Perth,398,538.0221774
2023,8,Brisbane,Gladstone,Brisbane - Gladstone,378,378
2011,11,Hamilton Island,Sydney,Hamilton Island - Sydney,360,483.7274549
2017,5,Adelaide,Sydney,Adelaide - Sydney,194,235.0081301
2013,10,Adelaide,Perth,Adelaide - Perth,324,414.5839695
2023,5,Devonport,Melbourne,Devonport - Melbourne,451,451
2019,8,Armidale,Sydney,Armidale - Sydney,315.81,366.9854506
2019,10,Brisbane,Townsville,Brisbane - Townsville,377,435.0748709
2019,8,Hobart,Sydney,Hobart - Sydney,233,270.7564991
2018,1,Brisbane,Emerald,Brisbane - Emerald,322,383.4831261
2015,2,Alice Springs,Melbourne,Alice Springs - Melbourne,724,909.0674157
2020,3,Melbourne,Gold Coast,Melbourne - Gold Coast,250,287.5214408
2015,2,Adelaide,Port Lincoln,Adelaide - Port Lincoln,233.09,292.6719944
2021,7,Cairns,Townsville,Cairns - Townsville,320,358.4962406
2019,9,Albury,Sydney,Albury - Sydney,308.01,357.9214991
2021,8,Cairns,Sydney,Cairns - Sydney,216,241.9849624
2021,3,Melbourne,Gold Coast,Melbourne - Gold Coast,190,216.1068702
2014,7,Brisbane,Rockhampton,Brisbane - Rockhampton,178,224.3402256
2011,6,Melbourne,Perth,Melbourne - Perth,449.9,608.1813508
2019,8,Perth,Port Hedland,Perth - Port Hedland,568,660.0415945
2016,1,Hobart,Melbourne,Hobart - Melbourne,100,123.9371534
2014,8,Bundaberg,Brisbane,Bundaberg - Brisbane,250,315.0845865
2011,2,Adelaide,Gold Coast,Adelaide - Gold Coast,318,433.8128179
2020,4,Adelaide,Sydney,Adelaide - Sydney,162,189.8968531
2019,2,Brisbane,Gladstone,Brisbane - Gladstone,255,299.6976337
2012,10,Brisbane,Cairns,Brisbane - Cairns,228,299.7529412
2018,4,Hamilton Island,Sydney,Hamilton Island - Sydney,209,248.0256637
2015,12,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,228,282.0553506
2018,3,Adelaide,Brisbane,Adelaide - Brisbane,359.9,428.6198046
2021,4,Melbourne,Perth,Melbourne - Perth,398,449.2575758
2021,10,Adelaide,Melbourne,Adelaide - Melbourne,98,108.3413026
2014,4,Hobart,Melbourne,Hobart - Melbourne,283.9,359.4994334
2018,8,Melbourne,Townsville,Melbourne - Townsville,401,473.7806167
2011,2,Devonport,Melbourne,Devonport - Melbourne,255,347.8687691
2010,11,Adelaide,Alice Springs,Adelaide - Alice Springs,462,639.3622291
2014,5,Brisbane,Gladstone,Brisbane - Gladstone,230,291.2464589
2016,2,Adelaide,Perth,Adelaide - Perth,388,480.8761553
2015,3,Cairns,Townsville,Cairns - Townsville,250,313.9044944
2019,8,Brisbane,Rockhampton,Brisbane - Rockhampton,334,388.1230503
2011,4,Brisbane,Hamilton Island,Brisbane - Hamilton Island,158,213.5866935
2014,11,Cairns,Melbourne,Cairns - Melbourne,248,311.9774859
2010,5,Adelaide,Darwin,Adelaide - Darwin,378.95,530.4508873
2020,7,Sydney,Tamworth,Sydney - Tamworth,265,305.8218589
2014,1,Adelaide,Gold Coast,Adelaide - Gold Coast,268,340.9753321
2013,6,Kalgoorlie,Perth,Kalgoorlie - Perth,368,480.0466926
2018,10,Albury,Sydney,Albury - Sydney,301.07,353.8430061
2010,1,Cairns,Townsville,Cairns - Townsville,108,152.1302521
2020,6,Port Macquarie,Sydney,Port Macquarie - Sydney,322,377.4493007
2010,10,Coffs Harbour,Sydney,Coffs Harbour - Sydney,190,262.9411765
2016,8,Sydney,Wagga Wagga,Sydney - Wagga Wagga,281.69,345.2891133
2010,11,Brisbane,Hamilton Island,Brisbane - Hamilton Island,158,218.6563467
2012,9,Brisbane,Mackay,Brisbane - Mackay,128,168.6129666
2016,1,Adelaide,Gold Coast,Adelaide - Gold Coast,278,344.5452865
2017,10,Darwin,Melbourne,Darwin - Melbourne,498,595.7341659
2017,5,Canberra,Sydney,Canberra - Sydney,230.02,278.6421138
2022,1,Canberra,Sydney,Canberra - Sydney,238,257.5932203
2014,1,Ballina,Sydney,Ballina - Sydney,108,137.4079696
2022,3,Newcastle,Gold Coast,Newcastle - Gold Coast,278,300.8861985
2022,12,Canberra,Melbourne,Canberra - Melbourne,328,336.2752294
2014,3,Albury,Sydney,Albury - Sydney,233.99,297.7045446
2021,7,Brisbane,Rockhampton,Brisbane - Rockhampton,264,295.7593985
2010,1,Brisbane,Cairns,Brisbane - Cairns,188,264.8193277
2015,3,Cairns,Gold Coast,Cairns - Gold Coast,240,301.3483146
2019,2,Devonport,Melbourne,Devonport - Melbourne,297,349.0595968
2010,5,Brisbane,Melbourne,Brisbane - Melbourne,116,162.3757829
2020,2,Darwin,Sydney,Darwin - Sydney,405,465.7847341
2016,12,Devonport,Melbourne,Devonport - Melbourne,371,452.2827273
2016,4,Brisbane,Sydney,Brisbane - Sydney,114,140.7679558
2013,5,Cairns,Sydney,Cairns - Sydney,258,336.5544747
2019,5,Launceston,Sydney,Launceston - Sydney,96,112.1393728
2014,9,Melbourne,Gold Coast,Melbourne - Gold Coast,180,226.8609023
2010,6,Perth,Port Hedland,Perth - Port Hedland,398,557.1169102
2011,9,Brisbane,Perth,Brisbane - Perth,394,529.4128257
2011,3,Melbourne,Gold Coast,Melbourne - Gold Coast,147.9,201.7638861
2019,9,Adelaide,Brisbane,Adelaide - Brisbane,351.9,408.9236568
2015,6,Devonport,Melbourne,Devonport - Melbourne,314,391.6967442
2010,6,Perth,Sydney,Perth - Sydney,379,530.5208768
2010,10,Brisbane,Cairns,Brisbane - Cairns,248,343.2074303
2018,3,Brisbane,Hamilton Island,Brisbane - Hamilton Island,549.03,653.8625488
2019,10,Gold Coast,Sydney,Gold Coast - Sydney,130.9,151.0644578
2023,7,Avalon,Sydney,Avalon - Sydney,113,113
2013,2,Port Macquarie,Sydney,Port Macquarie - Sydney,210,275.0097656
